player,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Joseba Zaldúa Bengoetxea,Spain,Real Sociedad,Defender,13.0,925.0,3.0,2.0,"['Right Back', 'Left Wing']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Wing', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",10.277777777777779
Josep Señé Escudero,Spain,Celta Vigo,Forward,9.0,409.0,5.0,2.0,"['Center Forward', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Wing']","['Center Attacking Midfield', 'Right Wing', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Forward', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Midfield']",4.544444444444444
Josip Radošević,Croatia,Eibar,Midfielder,8.0,419.0,3.0,2.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Center Attacking Midfield']","['Right Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield']",4.655555555555556
José Alberto Cañas Ruiz Herrera,Spain,Espanyol,Midfielder,13.0,709.0,6.0,3.0,"['Right Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Forward', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward']","['Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Back', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Center Defensive Midfield', 'Center Forward', 'Right Defensive Midfield', 'Right Center Midfield']",7.877777777777778
José Antonio Dorado Ramírez,Spain,Rayo Vallecano,Defender,10.0,491.0,6.0,3.0,"['Right Back', 'Left Defensive Midfield', 'Left Wing', 'Right Center Back', 'Left Back', 'Left Center Back']","['Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Wing', 'Left Center Back', 'Left Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Back', 'Left Defensive Midfield', 'Right Center Back']",5.455555555555556
José Antonio García Rabasco,Spain,Levante UD,Midfielder,29.0,2144.0,6.0,5.0,"['Right Back', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Wing']","['Center Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Center Midfield', 'Right Center Midfield', 'Left Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield']",23.822222222222223
José Antonio Reyes Calderón,Spain,Sevilla,Forward,24.0,1213.0,10.0,12.0,"['Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Left Defensive Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Center Forward', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Midfield']",13.477777777777778
José Carlos Lazo Romero,Spain,Real Madrid,0,0.0,0.0,0.0,0.0,[],[],0.0
José Carrillo Mancilla,Spain,Getafe,0,0.0,0.0,0.0,0.0,[],[],0.0
José Eduardo Rosa Vale de Castro,Portugal,Rayo Vallecano,Defender,22.0,1786.0,0.0,5.0,"['Center Back', 'Left Wing', 'Right Center Back', 'Left Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Wing', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back']",19.844444444444445
José Ignacio Fernández Iglesias,Spain,Real Madrid,Defender,16.0,1169.0,4.0,0.0,"['Right Back', 'Right Center Midfield', 'Right Center Back', 'Left Back', 'Left Center Back']","['Right Back', 'Left Center Back', 'Left Back', 'Right Center Back', 'Right Back', 'Left Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Right Back', 'Left Center Back', 'Right Center Midfield', 'Left Center Back', 'Left Center Back']",12.988888888888889
José Ignacio Martínez García,Spain,Rayo Vallecano,Defender,22.0,1706.0,0.0,8.0,"['Right Back', 'Left Back', 'Left Center Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Right Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Left Back', 'Left Back']",18.955555555555556
José Ignacio Peleteiro Ramallo,Spain,Eibar,Midfielder,13.0,708.0,5.0,3.0,"['Left Midfield', 'Right Midfield', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Wing']","['Left Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Left Midfield', 'Right Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield']",7.866666666666666
José Joaquín Matos García,Spain,Sevilla,Defender,1.0,90.0,0.0,0.0,['Left Back'],['Left Back'],1.0
José Luis García Vayá,Spain,Levante UD,0,0.0,0.0,0.0,0.0,[],[],0.0
José Luis García del Pozo,Spain,Málaga,Midfielder,33.0,2747.0,1.0,8.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield']","['Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield']",30.522222222222222
José Luis Gayà Peña,Spain,Valencia,Defender,20.0,1463.0,5.0,2.0,"['Right Wing Back', 'Left Center Midfield', 'Left Midfield', 'Left Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Right Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Midfield']",16.255555555555556
José Luis Morales Nogales,Spain,Levante UD,Midfielder,35.0,2683.0,4.0,12.0,"['Right Back', 'Left Center Midfield', 'Left Midfield', 'Right Wing Back', 'Right Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Wing']","['Right Wing Back', 'Right Back', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Wing Back', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Right Wing', 'Left Center Midfield', 'Right Wing Back', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Right Wing Back', 'Right Wing Back', 'Right Wing Back', 'Right Wing Back', 'Left Wing']",29.81111111111111
José María Giménez de Vargas,Uruguay,Atlético Madrid,Defender,27.0,2430.0,0.0,0.0,"['Right Center Forward', 'Right Center Back', 'Left Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Forward', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back']",27.0
José María Martín-Bejarano Serrano,Spain,Levante UD,Midfielder,12.0,804.0,2.0,6.0,"['Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Back']","['Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Back', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield']",8.933333333333334
José Raúl Baena Urdiales,Spain,Rayo Vallecano,Midfielder,24.0,1906.0,2.0,5.0,"['Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Wing', 'Right Center Back', 'Center Attacking Midfield', 'Left Back', 'Left Center Back']","['Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Back', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Left Defensive Midfield', 'Left Back', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield']",21.177777777777777
José Vicente Gómez Umpiérrez,Spain,Las Palmas,Midfielder,21.0,1475.0,5.0,3.0,"['Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Right Center Back']","['Left Center Forward', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield']",16.38888888888889
José Ángel Crespo Rincón,Spain,Rayo Vallecano,Defender,9.0,715.0,0.0,3.0,"['Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back']",7.944444444444445
Jozabed Sánchez Ruiz,Spain,Rayo Vallecano,Midfielder,27.0,2070.0,3.0,6.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Right Center Back', 'Center Attacking Midfield']","['Center Attacking Midfield', 'Left Center Midfield', 'Left Center Forward', 'Right Defensive Midfield', 'Right Center Back', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Wing', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield']",23.0
João Pedro Cavaco Cancelo,Portugal,Valencia,Defender,28.0,2182.0,3.0,4.0,"['Right Back', 'Left Center Midfield', 'Center Midfield', 'Left Wing Back', 'Right Wing Back', 'Right Midfield', 'Right Center Back', 'Left Back', 'Right Wing']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Left Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Wing', 'Left Back', 'Right Wing', 'Right Back', 'Right Back', 'Center Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Back', 'Right Wing Back', 'Right Midfield', 'Left Back', 'Right Wing', 'Left Back', 'Left Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Left Center Midfield', 'Right Midfield']",24.244444444444444
Juan Antonio Rodríguez Villamuela,Spain,Getafe,Midfielder,32.0,2517.0,2.0,10.0,"['Left Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Center Back', 'Left Center Back']","['Left Center Midfield', 'Center Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Left Center Back', 'Right Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield']",27.966666666666665
Juan Carlos Martín Corral,Spain,Rayo Vallecano,Goalkeeper,21.0,1810.0,2.0,0.0,"['Left Wing', 'Goalkeeper']","['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Left Wing', 'Goalkeeper', 'Goalkeeper']",20.11111111111111
Juan Carlos Pérez López,Spain,Málaga,Midfielder,19.0,1264.0,5.0,4.0,"['Right Center Forward', 'Left Wing', 'Left Midfield', 'Left Back']","['Left Midfield', 'Left Midfield', 'Right Center Forward', 'Left Midfield', 'Left Back', 'Left Midfield', 'Left Back', 'Left Midfield', 'Left Midfield', 'Left Back', 'Left Wing', 'Left Midfield', 'Left Back', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Back', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Back', 'Left Back', 'Left Wing', 'Left Midfield', 'Left Wing']",14.044444444444444
Juan Carlos Valerón Santana,Spain,Las Palmas,Midfielder,13.0,410.0,10.0,2.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Forward', 'Left Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing', 'Left Center Back']","['Left Defensive Midfield', 'Right Midfield', 'Left Center Back', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Forward', 'Right Defensive Midfield', 'Right Midfield', 'Right Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']",4.555555555555555
Juan David Victoria López,Colombia,Rayo Vallecano,0,0.0,0.0,0.0,0.0,[],[],0.0
Juan Domínguez Lamas,Spain,RC Deportivo La Coruña,Midfielder,5.0,194.0,3.0,2.0,"['Right Midfield', 'Right Defensive Midfield', 'Right Center Forward', 'Left Center Midfield']","['Right Center Forward', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Center Midfield', 'Left Center Midfield']",2.1555555555555554
Juan Emmanuel Culio,Argentina,Las Palmas,Midfielder,12.0,587.0,6.0,3.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward']","['Right Center Forward', 'Left Center Forward', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Defensive Midfield']",6.522222222222222
Juan Francisco García García,Spain,Levante UD,Defender,21.0,1606.0,1.0,6.0,"['Left Back', 'Left Center Back']","['Left Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",17.844444444444445
Juan Francisco Moreno Fuertes,Spain,RC Deportivo La Coruña,Defender,35.0,2692.0,5.0,10.0,"['Right Back', 'Left Wing Back', 'Right Wing Back', 'Right Midfield', 'Right Center Midfield', 'Left Wing', 'Left Back', 'Right Wing']","['Right Back', 'Left Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Left Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Midfield', 'Right Back', 'Right Back', 'Left Wing', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Wing', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Back', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing', 'Left Back', 'Right Center Midfield']",29.91111111111111
Juan Francisco Torres Belén,Spain,Atlético Madrid,Defender,35.0,3033.0,1.0,1.0,"['Right Wing Back', 'Right Center Forward', 'Right Back', 'Right Midfield']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Forward', 'Right Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",33.7
Juan Isaac Cuenca López,Spain,Granada,"Midfielder, Forward",12.0,802.0,4.0,2.0,"['Right Defensive Midfield', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Wing']","['Left Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Wing', 'Right Wing', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Right Wing']",8.911111111111111
Juan Manuel Vargas Risco,Peru,Real Betis,Defender,20.0,1755.0,0.0,1.0,"['Center Attacking Midfield', 'Left Wing', 'Left Midfield', 'Left Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Center Attacking Midfield', 'Left Back', 'Left Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Wing', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",19.5
Juan Muñiz Gallego,Spain,Sporting Gijón,Forward,4.0,74.0,4.0,0.0,"['Right Center Forward', 'Left Midfield', 'Left Wing', 'Right Midfield']","['Left Wing', 'Left Midfield', 'Right Center Forward', 'Right Center Forward', 'Right Midfield']",0.8222222222222222
Juan Muñoz Muñoz,Spain,Sevilla,Forward,8.0,317.0,5.0,2.0,"['Right Attacking Midfield', 'Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Left Center Forward', 'Center Forward', 'Right Attacking Midfield', 'Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Right Center Forward']",3.522222222222222
Juan Pablo Añor Acosta,Venezuela (Bolivarian Republic),Málaga,Midfielder,29.0,1650.0,11.0,12.0,"['Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Left Back', 'Right Wing']","['Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Back', 'Left Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Center Forward', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing']",18.333333333333332
Juan Rafael Fuentes Hernández,Spain,Espanyol,Defender,10.0,759.0,1.0,3.0,['Left Back'],"['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",8.433333333333334
Juan Torres Ruiz,Spain,Getafe,Defender,22.0,1915.0,1.0,0.0,"['Right Back', 'Right Center Back', 'Left Center Back']","['Right Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",21.27777777777778
Juan del Cármen Cámara Mesa,Spain,Barcelona,0,0.0,0.0,0.0,0.0,[],[],0.0
Julen López Salas,Spain,Eibar,0,0.0,0.0,0.0,0.0,[],[],0.0
Jérémy Mathieu,France,Barcelona,Defender,21.0,1292.0,9.0,4.0,"['Left Back', 'Right Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back']",14.355555555555556
Karim Benzema,France,Real Madrid,Forward,27.0,1983.0,1.0,16.0,"['Right Back', 'Center Forward']","['Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Back', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward']",22.033333333333335
