player,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Jérémy Pied,France,OGC Nice,Defender,33.0,2960.0,0.0,1.0,"['Right Wing Back', 'Right Back', 'Left Back', 'Right Wing']","['Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",32.888888888888886
Jérémy Sorbon,France,Guingamp,Defender,34.0,3030.0,0.0,1.0,"['Center Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",33.666666666666664
Jérémy Toulalan,France,AS Monaco,Midfielder,25.0,2228.0,0.0,1.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Left Center Back']","['Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Center Back', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Center Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Left Center Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Center Back', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Right Center Back', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield']",24.755555555555556
Jérôme Le Moigne,France,Gazélec Ajaccio,Midfielder,30.0,2391.0,4.0,6.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Center Back']","['Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Wing', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield']",26.566666666666666
Jérôme Prior,France,Bordeaux,Goalkeeper,12.0,995.0,2.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",11.055555555555555
Jérôme Roussillon,France,Montpellier,Defender,33.0,2661.0,2.0,12.0,"['Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Wing', 'Left Back', 'Right Wing', 'Left Center Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing', 'Left Back', 'Left Midfield', 'Right Midfield', 'Left Back', 'Left Back', 'Left Wing', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Right Wing', 'Left Defensive Midfield', 'Left Wing', 'Right Wing', 'Left Back', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back']",29.566666666666666
Kamil Grosicki,Poland,Rennes,Forward,33.0,1606.0,19.0,9.0,"['Left Midfield', 'Center Forward', 'Right Wing Back', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Left Wing', 'Right Midfield', 'Center Forward', 'Left Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Left Wing', 'Left Center Forward', 'Right Wing', 'Right Wing', 'Right Center Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Wing', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Right Wing Back', 'Left Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Center Attacking Midfield', 'Right Midfield', 'Left Wing', 'Right Wing', 'Right Midfield', 'Center Forward', 'Right Wing', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Center Forward', 'Right Wing', 'Left Wing']",17.844444444444445
Karim Azamoum,France,Troyes,Midfielder,13.0,737.0,4.0,6.0,"['Right Defensive Midfield', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Right Center Midfield', 'Left Wing', 'Right Wing']","['Right Midfield', 'Right Wing', 'Left Wing', 'Center Forward', 'Left Midfield', 'Left Midfield', 'Right Center Midfield', 'Left Wing', 'Right Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Right Wing', 'Right Midfield', 'Right Center Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Midfield']",8.188888888888888
Karim Rekik,Netherlands,Marseille,Defender,24.0,2038.0,1.0,2.0,"['Left Midfield', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",22.644444444444446
Kelvin Amian Adou,France,Toulouse,0,0.0,0.0,0.0,0.0,[],[],0.0
Kermit Romeo Erasmus,South Africa,Rennes,"Midfielder, Forward",2.0,43.0,2.0,0.0,"['Center Attacking Midfield', 'Center Forward', 'Right Wing']","['Right Wing', 'Center Attacking Midfield', 'Center Forward']",0.4777777777777778
Kevin N''Doram,France,AS Monaco,0,0.0,0.0,0.0,0.0,[],[],0.0
Kevin Rimane,French Guiana,Paris Saint-Germain,Defender,1.0,5.0,1.0,0.0,['Right Center Back'],['Right Center Back'],0.05555555555555555
Kevin Trapp,Germany,Paris Saint-Germain,Goalkeeper,34.0,3015.0,0.0,1.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",33.5
Khalid Boutaïb,Morocco,Gazélec Ajaccio,Forward,30.0,1867.0,9.0,9.0,"['Center Defensive Midfield', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Right Center Midfield', 'Left Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Center Forward', 'Left Wing', 'Right Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Right Center Forward', 'Right Midfield', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Right Center Forward', 'Left Midfield', 'Right Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Right Wing', 'Left Wing', 'Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Wing']",20.744444444444444
Kolbeinn Sigþórsson,Iceland,Nantes,Forward,26.0,1726.0,7.0,12.0,"['Right Attacking Midfield', 'Center Forward', 'Left Defensive Midfield', 'Left Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Defensive Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Right Attacking Midfield', 'Right Center Midfield', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Right Wing', 'Center Forward']",19.177777777777777
Kossi Agassa,Togo,Stade de Reims,Goalkeeper,11.0,901.0,0.0,2.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",10.011111111111111
Kylian Mbappé Lottin,France,AS Monaco,Forward,11.0,323.0,9.0,2.0,"['Left Midfield', 'Right Midfield', 'Left Wing', 'Right Center Forward', 'Right Wing']","['Left Wing', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Center Forward', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Wing']",3.588888888888889
Kévin Bérigaud,France,Montpellier,Forward,20.0,1153.0,9.0,7.0,"['Left Center Midfield', 'Left Midfield', 'Center Forward', 'Left Defensive Midfield', 'Left Attacking Midfield', 'Right Wing Back', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Wing']","['Left Wing', 'Right Midfield', 'Left Midfield', 'Left Center Midfield', 'Right Center Forward', 'Right Midfield', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Midfield', 'Right Wing Back', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Defensive Midfield', 'Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Left Center Forward', 'Left Midfield', 'Right Wing', 'Center Forward', 'Center Forward', 'Left Midfield', 'Left Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield']",12.811111111111112
Kévin Gomis,France,OGC Nice,Defender,3.0,180.0,2.0,1.0,"['Right Back', 'Right Center Back']","['Right Center Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Back']",2.0
Kévin Malcuit,France,Saint-Étienne,Defender,8.0,682.0,0.0,1.0,"['Right Attacking Midfield', 'Right Back', 'Center Defensive Midfield', 'Right Wing Back', 'Center Attacking Midfield', 'Right Wing']","['Right Back', 'Right Wing Back', 'Center Attacking Midfield', 'Right Attacking Midfield', 'Right Wing', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Back']",7.5777777777777775
Kévin Mayi,Gabon,Gazélec Ajaccio,Midfielder,23.0,1009.0,15.0,5.0,"['Right Back', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Center Forward', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Right Center Forward', 'Right Wing']","['Left Wing', 'Left Center Midfield', 'Left Midfield', 'Right Back', 'Right Midfield', 'Left Midfield', 'Right Center Forward', 'Right Wing', 'Left Midfield', 'Left Wing', 'Right Center Forward', 'Left Wing', 'Left Center Forward', 'Left Wing', 'Right Center Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Center Forward', 'Right Wing', 'Left Wing', 'Right Wing', 'Center Forward', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Defensive Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Right Wing']",11.21111111111111
Kévin Monnet-Paquet,France,Saint-Étienne,Forward,30.0,2206.0,6.0,11.0,"['Left Wing Back', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Wing', 'Left Center Back']","['Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Midfield', 'Left Center Back', 'Left Wing Back', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Left Wing', 'Right Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Midfield']",24.511111111111113
Kévin Soni,Cameroon,Bordeaux,"Midfielder, Forward",2.0,92.0,1.0,1.0,"['Center Attacking Midfield', 'Left Wing']","['Left Wing', 'Center Attacking Midfield']",1.0222222222222221
Kévin Théophile-Catherine,France,Saint-Étienne,Defender,21.0,1890.0,0.0,0.0,"['Right Wing Back', 'Right Back', 'Right Center Back']","['Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back']",21.0
Lacina Traoré,Côte d'Ivoire,AS Monaco,Forward,19.0,908.0,8.0,8.0,"['Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Left Center Back']","['Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Back', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward']",10.088888888888889
Lamine Gassama,Senegal,Lorient,Defender,31.0,2719.0,0.0,3.0,"['Center Attacking Midfield', 'Right Back', 'Right Center Back']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Center Attacking Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back']",30.211111111111112
Lamine Koné,Côte d'Ivoire,Lorient,Defender,18.0,1578.0,1.0,0.0,"['Center Attacking Midfield', 'Right Back', 'Right Center Back', 'Left Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Attacking Midfield', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",17.533333333333335
Lars Christian Jacobsen,Denmark,Guingamp,Defender,32.0,2754.0,1.0,2.0,"['Left Wing Back', 'Right Back', 'Left Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",30.6
Lassana Coulibaly,Mali,Bastia,Midfielder,15.0,730.0,8.0,3.0,"['Right Back', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Center Back']","['Right Center Midfield', 'Left Defensive Midfield', 'Left Center Back', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Center Forward', 'Right Center Midfield', 'Left Midfield']",8.11111111111111
Lassana Diarra,France,Marseille,Midfielder,26.0,2088.0,1.0,7.0,"['Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Center Midfield']","['Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield']",23.2
Laurent Dos Santos,France,Guingamp,Defender,9.0,612.0,3.0,0.0,"['Left Midfield', 'Left Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Midfield', 'Left Back', 'Left Back', 'Left Back']",6.8
Laurent Pionnier,France,Montpellier,Goalkeeper,25.0,2250.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",25.0
Layvin Kurzawa,France,Paris Saint-Germain,Defender,19.0,1522.0,2.0,1.0,['Left Back'],"['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",16.91111111111111
Lenny Nangis,Guadeloupe,Lille,Forward,14.0,535.0,8.0,6.0,"['Left Midfield', 'Center Forward', 'Right Midfield', 'Right Center Midfield', 'Left Wing', 'Right Wing']","['Right Center Midfield', 'Right Wing', 'Left Wing', 'Center Forward', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Center Forward', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Center Forward', 'Right Wing', 'Right Wing', 'Center Forward', 'Left Wing', 'Right Wing', 'Right Center Midfield', 'Right Midfield']",5.944444444444445
Lindsay Rose,Mauritius,Lorient,Defender,11.0,990.0,0.0,0.0,['Right Center Back'],"['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back']",11.0
Lionel Mathis,France,Guingamp,Midfielder,20.0,1477.0,3.0,3.0,"['Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Center Forward']","['Left Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Center Forward', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield']",16.41111111111111
Lorik Agim Cana,Albania,Nantes,Defender,21.0,1763.0,1.0,2.0,"['Left Center Forward', 'Right Center Back', 'Left Center Back']","['Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Forward', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",19.58888888888889
Lossémy Karaboué,Côte d'Ivoire,Troyes,Defender,31.0,2299.0,8.0,3.0,"['Right Back', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Center Forward', 'Left Defensive Midfield', 'Right Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Back', 'Right Wing']","['Right Back', 'Right Back', 'Left Center Midfield', 'Right Midfield', 'Left Midfield', 'Left Back', 'Right Back', 'Center Attacking Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Back', 'Center Attacking Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Back', 'Right Midfield', 'Right Back', 'Left Center Forward', 'Right Center Midfield', 'Left Center Forward', 'Right Defensive Midfield', 'Center Forward', 'Left Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Center Attacking Midfield', 'Left Wing', 'Right Back', 'Left Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Back', 'Center Attacking Midfield', 'Right Back', 'Center Attacking Midfield', 'Left Back', 'Left Back']",25.544444444444444
Louis Poggi,France,Gazélec Ajaccio,Midfielder,14.0,729.0,6.0,7.0,"['Right Defensive Midfield', 'Right Wing Back', 'Right Midfield', 'Right Center Midfield', 'Left Wing', 'Right Center Back', 'Center Attacking Midfield', 'Right Wing']","['Right Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Midfield', 'Right Wing Back', 'Right Center Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Right Center Back', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Wing', 'Right Wing']",8.1
