player,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents,league
Leandro Putaro,Germany,Wolfsburg,Midfielder,4.0,58.0,4.0,0.0,"['Right Defensive Midfield', 'Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Back']","['Left Back', 'Right Center Forward', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Forward']",0.6444444444444445,bundesliga
Leon Aderemi Balogun,Nigeria,FSV Mainz 05,Defender,21.0,1524.0,4.0,2.0,"['Left Center Back', 'Right Back', 'Right Center Back', 'Right Wing', 'Center Forward', 'Right Center Forward', 'Left Back', 'Right Midfield']","['Right Back', 'Right Back', 'Right Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Center Forward', 'Right Back', 'Right Midfield', 'Right Back', 'Right Back', 'Right Center Back', 'Right Wing', 'Right Back', 'Left Back', 'Right Center Forward']",16.933333333333334,bundesliga
Leon Andreasen,Denmark,Hannover 96,Midfielder,15.0,1085.0,2.0,6.0,"['Right Center Midfield', 'Right Midfield', 'Right Wing', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield']","['Center Attacking Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Wing', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Wing', 'Right Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Attacking Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield']",12.055555555555555,bundesliga
Leon Goretzka,Germany,Schalke 04,Midfielder,25.0,1993.0,2.0,6.0,"['Left Center Back', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Wing Back', 'Right Midfield', 'Right Wing', 'Right Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Left Defensive Midfield', 'Right Wing Back', 'Left Defensive Midfield', 'Right Midfield', 'Right Wing Back', 'Right Wing', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Wing', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield']",22.144444444444446,bundesliga
Leon Guwara,Gambia,Werder Bremen,Defender,1.0,90.0,0.0,0.0,['Left Back'],['Left Back'],1.0,bundesliga
Leonardo Bittencourt,Germany,FC Köln,Midfielder,29.0,2207.0,2.0,18.0,"['Right Center Midfield', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Attacking Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Left Attacking Midfield', 'Left Center Forward', 'Left Defensive Midfield']","['Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Left Wing', 'Right Center Forward', 'Right Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Attacking Midfield', 'Right Midfield', 'Left Wing', 'Right Wing', 'Left Attacking Midfield', 'Right Attacking Midfield', 'Right Midfield', 'Left Wing', 'Left Wing', 'Left Center Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Center Midfield', 'Right Attacking Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Center Forward', 'Left Midfield', 'Right Wing', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Left Midfield']",24.522222222222222,bundesliga
Leroy Sané,Germany,Schalke 04,Forward,34.0,2437.0,10.0,9.0,"['Right Center Midfield', 'Right Wing Back', 'Left Midfield', 'Right Wing', 'Left Center Midfield', 'Left Wing Back', 'Right Attacking Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Wing', 'Left Attacking Midfield', 'Left Defensive Midfield', 'Right Midfield']","['Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Midfield', 'Left Attacking Midfield', 'Right Attacking Midfield', 'Left Wing', 'Left Midfield', 'Right Wing', 'Right Wing', 'Right Center Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Right Midfield', 'Right Midfield', 'Left Wing', 'Right Wing', 'Right Wing Back', 'Right Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Midfield', 'Left Center Midfield', 'Left Wing Back', 'Left Defensive Midfield', 'Right Wing', 'Right Midfield', 'Left Center Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Wing', 'Center Attacking Midfield']",27.07777777777778,bundesliga
Levent Ayçiçek,Germany,Werder Bremen,nan,0.0,0.0,0.0,0.0,[],[],0.0,bundesliga
Levin Mete Öztunali,Germany,Werder Bremen,Midfielder,25.0,1427.0,8.0,13.0,"['Left Center Back', 'Left Midfield', 'Right Wing', 'Right Center Back', 'Left Center Midfield', 'Left Wing Back', 'Right Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Left Center Forward', 'Right Midfield']","['Left Center Forward', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Center Back', 'Left Wing Back', 'Left Wing', 'Right Midfield', 'Left Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Center Back', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Center Forward', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Forward']",15.855555555555556,bundesliga
Lewis Harry Holtby,Germany,Hamburger SV,Midfielder,34.0,2896.0,0.0,11.0,"['Center Defensive Midfield', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Right Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Wing', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Wing', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Left Wing', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Midfield']",32.17777777777778,bundesliga
Loris Karius,Germany,FSV Mainz 05,Goalkeeper,34.0,3060.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",34.0,bundesliga
Luc Castaignos,Netherlands,Eintracht Frankfurt,Forward,19.0,956.0,7.0,11.0,"['Left Midfield', 'Right Wing', 'Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Left Center Forward']","['Center Forward', 'Left Wing', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Midfield', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Midfield', 'Left Center Forward']",10.622222222222222,bundesliga
Luca Caldirola,Italy,Darmstadt 98,Defender,34.0,3060.0,0.0,0.0,"['Left Center Back', 'Left Back', 'Right Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Right Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",34.0,bundesliga
Luca-Milan Zander,Germany,Werder Bremen,Midfielder,2.0,104.0,1.0,1.0,"['Right Center Midfield', 'Center Defensive Midfield', 'Right Back']","['Right Back', 'Center Defensive Midfield', 'Right Center Midfield']",1.1555555555555554,bundesliga
Luiz Gustavo Dias,Brazil,Wolfsburg,Midfielder,22.0,1804.0,0.0,6.0,"['Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield']",20.044444444444444,bundesliga
Lukas Boeder,Germany,Bayer Leverkusen,nan,0.0,0.0,0.0,0.0,[],[],0.0,bundesliga
Lukas Fröde,Germany,Werder Bremen,Midfielder,8.0,138.0,7.0,0.0,"['Center Defensive Midfield', 'Right Center Midfield', 'Left Midfield', 'Center Forward', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Center Forward', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Center Forward', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Forward', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Right Center Midfield']",1.5333333333333334,bundesliga
Lukas Hinterseer,Austria,Ingolstadt,Forward,28.0,1741.0,9.0,15.0,"['Left Midfield', 'Right Wing', 'Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Left Wing', 'Left Center Forward']","['Left Wing', 'Left Wing', 'Center Forward', 'Left Wing', 'Left Midfield', 'Right Center Forward', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Center Forward', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Center Forward', 'Center Forward', 'Right Wing', 'Left Center Midfield', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Left Wing', 'Right Wing', 'Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Right Wing', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Midfield', 'Center Forward', 'Center Forward']",19.344444444444445,bundesliga
Lukas Klünter,Germany,FC Köln,Midfielder,1.0,18.0,1.0,0.0,['Right Midfield'],['Right Midfield'],0.2,bundesliga
Lukas Rupp,Germany,VfB Stuttgart,Midfielder,29.0,2109.0,5.0,10.0,"['Right Center Midfield', 'Center Defensive Midfield', 'Right Back', 'Right Wing', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Back', 'Right Midfield']","['Right Defensive Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Defensive Midfield', 'Right Back', 'Right Wing', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Wing', 'Right Defensive Midfield', 'Right Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Back', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield']",23.433333333333334,bundesliga
Lukáš Hrádecký,Finland,Eintracht Frankfurt,Goalkeeper,34.0,3060.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",34.0,bundesliga
László Kleinheisler,Hungary,Werder Bremen,Midfielder,6.0,205.0,5.0,1.0,"['Left Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Wing']","['Center Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Wing', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Left Midfield', 'Right Center Midfield']",2.2777777777777777,bundesliga
Mahmoud Dahoud,Germany,Borussia Mönchengladbach,Midfielder,32.0,2079.0,5.0,23.0,"['Center Defensive Midfield', 'Right Center Midfield', 'Left Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Left Defensive Midfield']","['Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Forward', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",23.1,bundesliga
Makoto Hasebe,Japan,Eintracht Frankfurt,Defender,32.0,2672.0,1.0,7.0,"['Center Defensive Midfield', 'Right Center Midfield', 'Right Back', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Back', 'Left Defensive Midfield']","['Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Back', 'Right Back', 'Center Defensive Midfield', 'Left Back', 'Center Defensive Midfield', 'Right Back', 'Right Back', 'Left Defensive Midfield', 'Right Back', 'Right Back', 'Right Defensive Midfield', 'Right Back', 'Right Defensive Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Back', 'Right Center Midfield', 'Right Back', 'Right Center Midfield', 'Right Defensive Midfield']",29.68888888888889,bundesliga
Manuel Neuer,Germany,Bayern Munich,Goalkeeper,34.0,3020.0,0.0,1.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",33.55555555555556,bundesliga
Manuel Schmiedebach,Germany,Hannover 96,Midfielder,22.0,1800.0,0.0,9.0,"['Right Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield']",20.0,bundesliga
Marc Stendera,Germany,Eintracht Frankfurt,Midfielder,26.0,2051.0,2.0,11.0,"['Right Center Midfield', 'Right Midfield', 'Left Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Wing', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Left Wing', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Midfield', 'Left Center Midfield', 'Right Center Forward', 'Left Center Midfield', 'Left Center Midfield', 'Left Midfield']",22.788888888888888,bundesliga
Marcel  Hilßner,Germany,Werder Bremen,Midfielder,1.0,36.0,1.0,0.0,['Left Center Midfield'],['Left Center Midfield'],0.4,bundesliga
Marcel Hartel,Germany,FC Köln,Midfielder,6.0,103.0,6.0,0.0,"['Left Midfield', 'Left Defensive Midfield', 'Left Wing', 'Right Midfield']","['Left Wing', 'Right Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Left Midfield']",1.1444444444444444,bundesliga
Marcel Heller,Germany,Darmstadt 98,Midfielder,33.0,2938.0,0.0,10.0,"['Left Midfield', 'Right Wing', 'Center Attacking Midfield', 'Left Wing', 'Left Attacking Midfield', 'Right Midfield']","['Right Wing', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Attacking Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Wing', 'Right Midfield', 'Left Midfield']",32.644444444444446,bundesliga
Marcel Risse,Germany,FC Köln,Defender,33.0,2961.0,0.0,2.0,"['Right Center Midfield', 'Right Back', 'Right Wing Back', 'Right Wing', 'Left Wing', 'Left Center Forward', 'Right Midfield']","['Right Wing', 'Right Wing Back', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Midfield', 'Right Wing Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Midfield', 'Right Wing Back', 'Right Back', 'Right Wing Back', 'Right Midfield', 'Right Back', 'Left Center Forward', 'Right Wing Back', 'Right Wing', 'Right Wing', 'Right Back', 'Right Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Wing Back', 'Right Midfield', 'Right Back', 'Right Midfield', 'Right Wing', 'Right Back', 'Right Midfield', 'Right Back', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Back', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Back']",32.9,bundesliga
Marcel Schmelzer,Germany,Borussia Dortmund,Defender,26.0,2068.0,4.0,1.0,"['Left Center Back', 'Left Midfield', 'Left Back', 'Left Wing Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",22.977777777777778,bundesliga
Marcel Schäfer,Germany,Wolfsburg,Defender,21.0,1324.0,7.0,4.0,"['Left Center Back', 'Left Midfield', 'Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Left Back', 'Left Defensive Midfield']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Back', 'Left Back', 'Center Forward', 'Left Wing', 'Left Back', 'Right Center Forward', 'Left Midfield', 'Left Wing', 'Center Attacking Midfield', 'Left Midfield', 'Left Wing', 'Left Midfield', 'Left Back', 'Left Defensive Midfield', 'Left Midfield', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Midfield', 'Left Back']",14.71111111111111,bundesliga
