Season,League,Team,Status,Nation,Pos,Global Pos,Age,Matches Played,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Tackles_Att,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Interceptions,Clearances,Errors,Dribblers_Tkl_Succ,Dribblers_Tkl_Att,Dribblers_Tkl_Lost,Blocks_Total,Blocks_Shots,Touches_Number,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Number,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Succ,Receiving_PrgR,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Assists,Key Passes,Passes_to_1/3,Passes_to_Penalt_Area,Crosses_into_Penalty_Area,Progressive Passes,SCA,SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA,GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Goals,Shots,SoT,SoT%,Shots/90,Goals/Shot,Goals/SoT,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,PSxG,PSxG/SoT,PSxG+/-,/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Playing Time_Minutes,Playing Time_Mn/MP,Starts,Mn/Start,Compl,Subs,unSub,PPM,onG,onGA,On-Off
2022-2023,EreDivisie,Ajax,Squad Total,,,,25.5,34.0,374.0,3060.0,34.0,569.0,244.0,219.0,106.0,259.0,393.0,9.0,268.0,465.0,197.0,314.0,68.0,26629.0,2016.0,6491.0,11760.0,8628.0,1542.0,661.0,329.0,266.0,40.2,17164.0,90747.0,47292.0,862.0,649.0,230.0,521.0,392.0,19310.0,2292.0,19487.0,23012.0,84.7,329852.0,113334.0,9203.0,10183.0,90.4,8186.0,9143.0,89.5,1576.0,2534.0,62.2,66.0,501.0,1853.0,629.0,91.0,2313.0,1120.0,32.94,840.0,110.0,45.0,83.0,35.0,7.0,148.0,4.35,116.0,6.0,6.0,13.0,6.0,1.0,86.0,625.0,220.0,35.2,18.38,0.13,0.37,38.0,1.0,2.0,4.0,0.0,33.7,0.29,-4.3,-0.13,131.0,333.0,39.3,1307.0,188.0,22.0,,148.0,31.1,32.9,326.0,40.0,12.3,60.0,1.76,,38.0,1.12,114.0,76.0,67.5,20.0,9.0,5.0,11.0,32.4,1.0,1.0,0.0,0.0,0.0,0.0,313.0,353.0,74.0,756.0,3.0,1.0,0.0,1981.0,409.0,376.0,3060.0,90.0,374.0,83.0,243.0,130.0,253.0,2.03,86.0,38.0,
2022-2023,EreDivisie,Ajax,Opponent Total,,,,25.2,34.0,374.0,3060.0,34.0,658.0,385.0,210.0,63.0,370.0,938.0,6.0,266.0,595.0,329.0,463.0,168.0,15847.0,2929.0,6873.0,5952.0,3226.0,489.0,504.0,197.0,268.0,53.2,7961.0,44123.0,21415.0,390.0,321.0,104.0,488.0,301.0,8323.0,727.0,8432.0,11696.0,72.1,158236.0,67888.0,3708.0,4399.0,84.3,3305.0,4086.0,80.9,1148.0,2434.0,47.2,30.0,226.0,639.0,167.0,47.0,738.0,517.0,15.21,388.0,46.0,20.0,21.0,32.0,10.0,62.0,1.82,42.0,5.0,4.0,4.0,6.0,1.0,38.0,299.0,113.0,37.8,8.79,0.12,0.33,86.0,5.0,1.0,9.0,0.0,78.0,0.33,-8.0,-0.23,237.0,686.0,34.5,925.0,127.0,53.3,40.9,294.0,65.6,49.2,615.0,36.0,5.9,26.0,0.76,12.3,86.0,2.53,225.0,139.0,64.0,5.0,9.0,20.0,4.0,11.8,5.0,5.0,0.0,0.0,0.0,0.0,369.0,291.0,46.0,411.0,1.0,5.0,0.0,1780.0,376.0,409.0,3060.0,90.0,374.0,83.0,230.0,145.0,225.0,0.71,38.0,86.0,
2022-2023,EreDivisie,AZ Alkmaar,Squad Total,,,,24.1,34.0,374.0,3060.0,34.0,543.0,244.0,227.0,72.0,315.0,590.0,5.0,252.0,509.0,257.0,352.0,120.0,22191.0,2135.0,6496.0,9919.0,5978.0,917.0,583.0,292.0,237.0,40.7,13145.0,70201.0,36182.0,671.0,466.0,175.0,541.0,310.0,14896.0,1653.0,15010.0,18534.0,81.0,268341.0,91506.0,6553.0,7356.0,89.1,6471.0,7427.0,87.1,1550.0,2722.0,56.9,48.0,402.0,1262.0,387.0,67.0,1666.0,918.0,27.0,717.0,57.0,56.0,38.0,28.0,22.0,114.0,3.35,88.0,4.0,7.0,7.0,3.0,5.0,65.0,508.0,195.0,38.4,14.94,0.12,0.32,35.0,4.0,0.0,4.0,0.0,34.9,0.32,-0.1,0.0,193.0,536.0,36.0,913.0,153.0,41.4,39.1,229.0,69.0,51.6,464.0,24.0,5.2,29.0,0.85,14.5,35.0,1.03,96.0,60.0,67.7,20.0,7.0,7.0,12.0,35.3,5.0,4.0,1.0,0.0,20.0,0.0,342.0,298.0,57.0,572.0,3.0,5.0,0.0,1944.0,482.0,487.0,3060.0,90.0,374.0,82.0,237.0,137.0,214.0,1.97,68.0,35.0,
2022-2023,EreDivisie,AZ Alkmaar,Opponent Total,,,,25.1,34.0,374.0,3060.0,34.0,547.0,275.0,205.0,67.0,316.0,664.0,14.0,237.0,529.0,292.0,386.0,129.0,19788.0,2664.0,7513.0,8308.0,4151.0,597.0,579.0,257.0,252.0,43.5,10780.0,57546.0,28209.0,454.0,351.0,107.0,521.0,291.0,12380.0,1111.0,12501.0,16005.0,78.1,235948.0,84940.0,4994.0,5799.0,86.1,5660.0,6575.0,86.1,1522.0,2843.0,53.5,27.0,290.0,886.0,238.0,86.0,1124.0,687.0,20.21,492.0,51.0,44.0,49.0,40.0,11.0,61.0,1.79,42.0,3.0,6.0,4.0,6.0,0.0,35.0,393.0,91.0,23.2,11.56,0.08,0.34,68.0,2.0,0.0,7.0,3.0,62.1,0.3,-2.9,-0.08,241.0,615.0,39.2,1241.0,168.0,36.9,34.0,265.0,59.2,48.5,446.0,39.0,8.7,56.0,1.65,15.8,68.0,2.0,198.0,132.0,66.7,7.0,7.0,20.0,2.0,5.9,3.0,2.0,1.0,0.0,33.3,2.0,311.0,329.0,43.0,559.0,5.0,3.0,3.0,1825.0,487.0,482.0,3060.0,90.0,374.0,82.0,230.0,141.0,225.0,0.82,35.0,68.0,
2022-2023,EreDivisie,Twente,Squad Total,,,,26.1,34.0,374.0,3060.0,34.0,617.0,288.0,237.0,92.0,318.0,493.0,8.0,309.0,641.0,332.0,385.0,95.0,22504.0,1788.0,6058.0,9975.0,6684.0,1013.0,650.0,297.0,268.0,41.2,12753.0,72568.0,37548.0,789.0,574.0,196.0,573.0,308.0,14347.0,1624.0,14503.0,18496.0,78.4,258285.0,89023.0,6580.0,7552.0,87.1,5985.0,7027.0,85.2,1549.0,2881.0,53.8,49.0,462.0,1287.0,419.0,98.0,1638.0,1054.0,31.0,822.0,79.0,41.0,62.0,42.0,8.0,112.0,3.29,83.0,11.0,3.0,9.0,6.0,0.0,65.0,604.0,192.0,31.8,17.76,0.1,0.32,27.0,1.0,1.0,6.0,1.0,33.8,0.26,7.8,0.23,139.0,441.0,31.5,720.0,131.0,43.1,23.4,228.0,57.5,44.0,374.0,17.0,4.5,67.0,1.97,21.5,27.0,0.79,124.0,97.0,79.0,18.0,10.0,6.0,17.0,50.0,2.0,1.0,1.0,0.0,50.0,0.0,359.0,321.0,48.0,755.0,1.0,2.0,1.0,2140.0,491.0,553.0,3060.0,90.0,374.0,82.0,225.0,150.0,216.0,1.88,66.0,27.0,
2022-2023,EreDivisie,Twente,Opponent Total,,,,24.9,34.0,374.0,3060.0,34.0,576.0,317.0,200.0,59.0,389.0,852.0,15.0,268.0,565.0,297.0,500.0,186.0,17846.0,2727.0,6997.0,7218.0,3861.0,584.0,711.0,332.0,309.0,43.5,8884.0,48950.0,23808.0,435.0,377.0,98.0,587.0,308.0,9580.0,912.0,9692.0,13498.0,71.8,178276.0,75176.0,4293.0,5170.0,83.0,3821.0,4812.0,79.4,1222.0,2547.0,48.0,16.0,274.0,752.0,209.0,59.0,922.0,641.0,18.85,429.0,77.0,48.0,43.0,35.0,9.0,43.0,1.26,31.0,3.0,4.0,3.0,2.0,0.0,26.0,373.0,122.0,32.7,10.97,0.07,0.2,66.0,3.0,1.0,6.0,1.0,60.4,0.3,-4.6,-0.14,288.0,740.0,38.9,993.0,150.0,51.9,39.9,315.0,71.4,51.0,614.0,36.0,5.9,28.0,0.82,12.2,66.0,1.94,195.0,130.0,67.7,6.0,10.0,18.0,6.0,17.6,3.0,3.0,0.0,0.0,0.0,1.0,341.0,341.0,68.0,459.0,2.0,3.0,1.0,1969.0,553.0,491.0,3060.0,90.0,374.0,82.0,228.0,144.0,220.0,0.82,27.0,66.0,
2022-2023,EreDivisie,Sparta R'dam,Squad Total,,,,26.3,34.0,374.0,3060.0,34.0,526.0,274.0,200.0,52.0,315.0,713.0,11.0,263.0,572.0,309.0,379.0,145.0,19675.0,2482.0,7122.0,8472.0,4248.0,669.0,485.0,202.0,214.0,44.1,10861.0,59166.0,30266.0,511.0,369.0,101.0,461.0,235.0,12240.0,1113.0,12370.0,15955.0,77.5,241170.0,91054.0,4876.0,5694.0,85.6,5452.0,6430.0,84.8,1753.0,2990.0,58.6,47.0,310.0,903.0,246.0,91.0,1136.0,747.0,21.97,527.0,76.0,41.0,43.0,47.0,13.0,110.0,3.24,68.0,10.0,14.0,10.0,7.0,1.0,59.0,423.0,150.0,35.5,12.44,0.13,0.37,37.0,2.0,1.0,6.0,1.0,44.2,0.26,8.2,0.24,311.0,658.0,47.3,1112.0,150.0,44.9,,224.0,71.0,53.0,547.0,47.0,8.6,41.0,1.21,,37.0,1.09,158.0,121.0,77.8,17.0,8.0,9.0,14.0,41.2,3.0,2.0,1.0,0.0,33.3,1.0,324.0,299.0,44.0,624.0,4.0,3.0,1.0,1780.0,713.0,564.0,3060.0,90.0,374.0,84.0,230.0,143.0,239.0,1.74,60.0,37.0,
2022-2023,EreDivisie,Sparta R'dam,Opponent Total,,,,25.0,34.0,374.0,3060.0,34.0,449.0,229.0,161.0,59.0,280.0,638.0,12.0,214.0,416.0,202.0,352.0,98.0,21083.0,2182.0,6192.0,9398.0,5717.0,845.0,652.0,309.0,263.0,40.3,12012.0,70616.0,37690.0,767.0,554.0,161.0,544.0,263.0,13638.0,1547.0,13801.0,17313.0,79.7,245930.0,90263.0,6190.0,7003.0,88.4,5746.0,6711.0,85.6,1483.0,2674.0,55.5,28.0,375.0,1268.0,328.0,68.0,1566.0,907.0,26.68,691.0,62.0,49.0,57.0,40.0,8.0,62.0,1.82,42.0,5.0,5.0,6.0,3.0,1.0,36.0,516.0,155.0,30.0,15.18,0.07,0.22,60.0,4.0,1.0,9.0,1.0,50.7,0.3,-8.3,-0.24,217.0,549.0,39.5,946.0,185.0,41.0,35.9,240.0,67.1,49.5,510.0,35.0,6.9,30.0,0.88,13.7,60.0,1.76,155.0,95.0,63.9,9.0,8.0,17.0,9.0,26.5,5.0,4.0,1.0,0.0,20.0,1.0,312.0,307.0,23.0,709.0,3.0,5.0,1.0,1887.0,564.0,713.0,3060.0,90.0,374.0,84.0,238.0,133.0,222.0,1.03,37.0,60.0,
2022-2023,EreDivisie,Utrecht,Squad Total,,,,26.9,34.0,374.0,3060.0,34.0,583.0,285.0,233.0,65.0,340.0,705.0,6.0,282.0,602.0,320.0,360.0,97.0,20517.0,2286.0,6827.0,9286.0,4580.0,738.0,560.0,212.0,273.0,48.8,10436.0,54556.0,26820.0,505.0,388.0,110.0,543.0,271.0,12610.0,1221.0,12725.0,16632.0,76.5,235671.0,90642.0,5297.0,6178.0,85.7,5527.0,6709.0,82.4,1540.0,2803.0,54.9,37.0,321.0,1017.0,285.0,92.0,1234.0,747.0,21.97,552.0,79.0,33.0,51.0,27.0,5.0,89.0,2.62,58.0,10.0,6.0,10.0,3.0,2.0,54.0,433.0,163.0,37.6,12.74,0.12,0.31,50.0,1.0,0.0,5.0,0.0,49.0,0.31,-1.0,-0.03,176.0,430.0,40.9,833.0,160.0,34.5,,259.0,55.2,43.1,531.0,45.0,8.5,28.0,0.82,,50.0,1.47,160.0,110.0,69.4,15.0,9.0,10.0,12.0,35.3,1.0,1.0,0.0,0.0,0.0,0.0,312.0,292.0,36.0,694.0,4.0,1.0,0.0,1934.0,572.0,493.0,3060.0,90.0,374.0,82.0,232.0,141.0,236.0,1.59,55.0,50.0,
2022-2023,EreDivisie,Utrecht,Opponent Total,,,,24.9,34.0,374.0,3060.0,34.0,544.0,238.0,232.0,74.0,316.0,662.0,10.0,273.0,485.0,212.0,387.0,110.0,21190.0,2253.0,6711.0,9481.0,5184.0,753.0,675.0,320.0,283.0,41.9,11969.0,66350.0,32936.0,632.0,460.0,146.0,550.0,301.0,13290.0,1382.0,13456.0,17297.0,77.8,244068.0,89362.0,5894.0,6854.0,86.0,5700.0,6697.0,85.1,1543.0,2824.0,54.6,32.0,319.0,1078.0,296.0,84.0,1401.0,765.0,22.5,563.0,70.0,41.0,41.0,41.0,9.0,87.0,2.56,63.0,7.0,6.0,10.0,1.0,0.0,50.0,437.0,159.0,36.4,12.85,0.11,0.31,55.0,3.0,0.0,13.0,1.0,55.8,0.31,1.8,0.05,189.0,514.0,36.8,1017.0,155.0,39.8,35.2,214.0,50.9,43.6,535.0,40.0,7.5,46.0,1.35,15.0,55.0,1.62,167.0,112.0,68.9,10.0,9.0,15.0,6.0,17.6,4.0,3.0,1.0,0.0,25.0,0.0,313.0,293.0,43.0,669.0,1.0,4.0,1.0,2008.0,493.0,572.0,3060.0,90.0,374.0,82.0,233.0,139.0,227.0,1.15,50.0,55.0,
2022-2023,EreDivisie,Heerenveen,Squad Total,,,,24.9,34.0,374.0,3060.0,34.0,527.0,282.0,179.0,66.0,362.0,680.0,5.0,271.0,511.0,240.0,330.0,108.0,20948.0,2395.0,7012.0,9272.0,4864.0,682.0,660.0,295.0,302.0,45.8,11716.0,66748.0,34063.0,632.0,507.0,119.0,531.0,281.0,13268.0,1230.0,13386.0,17076.0,78.4,242536.0,89231.0,5972.0,6811.0,87.7,5476.0,6489.0,84.4,1574.0,2841.0,55.4,29.0,320.0,1071.0,288.0,90.0,1245.0,792.0,23.29,593.0,61.0,42.0,48.0,36.0,12.0,74.0,2.18,51.0,6.0,6.0,9.0,2.0,0.0,43.0,445.0,149.0,33.5,13.09,0.09,0.28,50.0,4.0,0.0,8.0,1.0,49.3,0.31,0.3,0.01,181.0,514.0,35.2,931.0,164.0,39.1,,270.0,55.6,45.7,513.0,31.0,6.0,40.0,1.18,,50.0,1.47,144.0,94.0,68.1,12.0,10.0,12.0,10.0,29.4,5.0,4.0,1.0,0.0,20.0,0.0,325.0,324.0,46.0,633.0,3.0,5.0,1.0,1960.0,493.0,438.0,3060.0,90.0,374.0,84.0,252.0,121.0,221.0,1.35,44.0,50.0,
2022-2023,EreDivisie,Heerenveen,Opponent Total,,,,25.1,34.0,374.0,3060.0,34.0,583.0,259.0,241.0,83.0,318.0,623.0,8.0,302.0,597.0,295.0,396.0,103.0,20871.0,2233.0,6510.0,9099.0,5464.0,821.0,570.0,240.0,271.0,47.5,11561.0,61500.0,29966.0,589.0,436.0,123.0,560.0,256.0,13161.0,1361.0,13267.0,16956.0,78.2,241203.0,89563.0,5775.0,6634.0,87.1,5538.0,6538.0,84.7,1550.0,2861.0,54.2,37.0,347.0,1123.0,326.0,72.0,1371.0,774.0,22.76,565.0,84.0,44.0,45.0,26.0,10.0,81.0,2.38,53.0,4.0,8.0,9.0,6.0,1.0,49.0,440.0,139.0,31.6,12.94,0.1,0.32,44.0,1.0,1.0,6.0,1.0,45.1,0.29,2.1,0.06,210.0,583.0,36.0,992.0,158.0,43.4,37.4,240.0,63.3,48.8,510.0,29.0,5.7,42.0,1.24,15.1,44.0,1.29,152.0,107.0,71.7,12.0,10.0,12.0,12.0,35.3,3.0,1.0,2.0,0.0,66.7,0.0,343.0,308.0,46.0,625.0,5.0,3.0,1.0,1894.0,438.0,493.0,3060.0,90.0,374.0,84.0,240.0,135.0,232.0,1.35,50.0,44.0,
2022-2023,EreDivisie,RKC Waalwijk,Squad Total,,,,26.7,34.0,374.0,3060.0,34.0,574.0,322.0,176.0,76.0,312.0,713.0,12.0,294.0,598.0,304.0,422.0,133.0,18958.0,2609.0,7210.0,7468.0,4481.0,711.0,708.0,339.0,315.0,44.5,10273.0,56733.0,28976.0,557.0,402.0,152.0,578.0,310.0,11439.0,1284.0,11563.0,14936.0,77.4,209160.0,84153.0,5018.0,5823.0,86.2,4959.0,5831.0,85.0,1274.0,2392.0,53.3,38.0,292.0,889.0,285.0,52.0,1297.0,671.0,19.74,514.0,43.0,43.0,31.0,27.0,13.0,88.0,2.59,69.0,4.0,6.0,5.0,4.0,0.0,49.0,372.0,131.0,35.2,10.94,0.12,0.34,64.0,5.0,1.0,6.0,1.0,62.8,0.28,-0.2,-0.01,204.0,600.0,34.0,994.0,217.0,44.4,,286.0,55.6,45.8,566.0,62.0,11.0,42.0,1.24,,64.0,1.88,208.0,143.0,71.6,11.0,8.0,15.0,6.0,17.6,8.0,5.0,2.0,1.0,28.6,0.0,342.0,277.0,55.0,476.0,3.0,8.0,1.0,1840.0,334.0,373.0,3060.0,90.0,374.0,80.0,211.0,161.0,242.0,1.21,50.0,64.0,
2022-2023,EreDivisie,RKC Waalwijk,Opponent Total,,,,25.1,34.0,374.0,3060.0,34.0,625.0,292.0,221.0,112.0,303.0,517.0,3.0,315.0,654.0,339.0,372.0,91.0,22168.0,1903.0,6155.0,10120.0,6106.0,986.0,680.0,304.0,294.0,43.2,13161.0,73222.0,37945.0,749.0,556.0,179.0,572.0,280.0,14636.0,1570.0,14782.0,18226.0,81.1,266892.0,96290.0,6456.0,7254.0,89.0,6317.0,7247.0,87.2,1621.0,2764.0,58.6,41.0,412.0,1292.0,346.0,78.0,1589.0,971.0,28.56,697.0,83.0,60.0,63.0,46.0,22.0,112.0,3.29,69.0,9.0,6.0,14.0,9.0,5.0,63.0,552.0,201.0,36.4,16.24,0.11,0.29,50.0,4.0,1.0,3.0,1.0,46.3,0.32,-2.7,-0.08,189.0,445.0,42.5,834.0,144.0,37.5,35.1,212.0,62.3,49.0,386.0,26.0,6.7,59.0,1.74,16.6,50.0,1.47,135.0,86.0,65.9,15.0,8.0,11.0,12.0,35.3,4.0,4.0,0.0,0.0,0.0,0.0,297.0,316.0,44.0,710.0,6.0,4.0,1.0,2027.0,373.0,334.0,3060.0,90.0,374.0,80.0,227.0,146.0,218.0,1.56,64.0,50.0,
2022-2023,EreDivisie,Vitesse,Squad Total,,,,23.4,34.0,374.0,3060.0,34.0,524.0,236.0,208.0,80.0,315.0,686.0,14.0,246.0,550.0,304.0,349.0,103.0,19698.0,2073.0,6159.0,8736.0,5026.0,794.0,718.0,293.0,355.0,49.4,10198.0,54784.0,27685.0,528.0,399.0,140.0,606.0,328.0,11614.0,1253.0,11720.0,15568.0,75.3,215594.0,83334.0,5139.0,6026.0,85.3,4902.0,5917.0,82.8,1384.0,2747.0,50.4,32.0,376.0,1032.0,262.0,73.0,1274.0,870.0,25.59,582.0,102.0,46.0,78.0,50.0,12.0,71.0,2.09,44.0,5.0,6.0,9.0,5.0,2.0,43.0,528.0,170.0,32.2,15.53,0.08,0.25,50.0,1.0,2.0,4.0,1.0,43.8,0.31,-5.2,-0.15,209.0,617.0,33.9,944.0,174.0,46.6,28.8,244.0,72.5,55.6,509.0,54.0,10.6,38.0,1.12,18.2,50.0,1.47,135.0,85.0,63.7,10.0,10.0,14.0,9.0,26.5,2.0,1.0,1.0,0.0,50.0,1.0,370.0,319.0,55.0,656.0,1.0,2.0,1.0,2050.0,501.0,541.0,3060.0,90.0,374.0,83.0,229.0,140.0,244.0,1.18,45.0,50.0,
2022-2023,EreDivisie,Vitesse,Opponent Total,,,,25.1,34.0,374.0,3060.0,34.0,683.0,368.0,252.0,63.0,351.0,737.0,5.0,355.0,648.0,293.0,411.0,133.0,20610.0,2415.0,6887.0,9078.0,4842.0,743.0,622.0,304.0,246.0,39.5,11249.0,63766.0,34865.0,700.0,440.0,186.0,547.0,278.0,12456.0,1382.0,12597.0,16516.0,76.3,234350.0,87334.0,5174.0,6116.0,84.6,5644.0,6758.0,83.5,1484.0,2785.0,53.3,34.0,302.0,1137.0,249.0,62.0,1402.0,716.0,21.06,522.0,56.0,53.0,39.0,38.0,8.0,87.0,2.56,55.0,10.0,9.0,7.0,6.0,0.0,49.0,405.0,133.0,32.8,11.91,0.12,0.36,45.0,1.0,2.0,5.0,2.0,42.7,0.25,-0.3,-0.01,157.0,482.0,32.6,904.0,197.0,36.7,35.4,295.0,50.8,42.1,528.0,36.0,6.8,26.0,0.76,13.0,45.0,1.32,171.0,128.0,74.3,14.0,10.0,10.0,11.0,32.4,1.0,1.0,0.0,0.0,0.0,0.0,336.0,351.0,52.0,662.0,2.0,1.0,2.0,1932.0,541.0,501.0,3060.0,90.0,374.0,83.0,226.0,147.0,208.0,1.53,50.0,45.0,
2022-2023,EreDivisie,Go Ahead Eag,Squad Total,,,,24.2,34.0,374.0,3060.0,34.0,549.0,253.0,220.0,76.0,332.0,747.0,8.0,235.0,482.0,247.0,428.0,130.0,19185.0,2539.0,6717.0,7808.0,4824.0,769.0,558.0,249.0,249.0,44.6,9954.0,50982.0,25358.0,475.0,328.0,110.0,550.0,302.0,11261.0,1224.0,11378.0,15127.0,75.2,211638.0,88193.0,4812.0,5704.0,84.4,4863.0,5869.0,82.9,1409.0,2729.0,51.6,25.0,326.0,942.0,275.0,76.0,1232.0,756.0,22.24,549.0,72.0,32.0,59.0,33.0,11.0,77.0,2.26,53.0,4.0,2.0,12.0,5.0,1.0,45.0,426.0,133.0,31.2,12.53,0.1,0.32,56.0,2.0,1.0,5.0,2.0,54.2,0.31,0.2,0.01,234.0,554.0,42.2,1020.0,154.0,44.4,,233.0,43.3,37.0,546.0,21.0,3.8,38.0,1.12,,56.0,1.65,172.0,118.0,68.6,10.0,10.0,14.0,8.0,23.5,2.0,2.0,0.0,0.0,0.0,0.0,368.0,334.0,37.0,620.0,3.0,2.0,2.0,1889.0,495.0,572.0,3060.0,90.0,374.0,83.0,247.0,127.0,223.0,1.18,46.0,56.0,
2022-2023,EreDivisie,Go Ahead Eag,Opponent Total,,,,25.2,34.0,374.0,3060.0,34.0,551.0,289.0,216.0,46.0,304.0,639.0,9.0,249.0,498.0,249.0,354.0,113.0,21146.0,2435.0,7249.0,8991.0,5092.0,860.0,557.0,247.0,235.0,42.2,11845.0,62349.0,30318.0,576.0,416.0,154.0,543.0,314.0,13355.0,1310.0,13484.0,17336.0,77.8,251661.0,91546.0,5580.0,6471.0,86.2,5928.0,6983.0,84.9,1650.0,2950.0,55.9,41.0,355.0,1105.0,338.0,102.0,1322.0,861.0,25.32,645.0,73.0,37.0,60.0,39.0,7.0,91.0,2.68,74.0,2.0,2.0,10.0,2.0,1.0,54.0,500.0,170.0,34.0,14.71,0.1,0.31,46.0,2.0,1.0,8.0,1.0,44.9,0.32,-0.1,0.0,218.0,545.0,40.0,1053.0,172.0,37.4,34.8,272.0,55.5,44.7,491.0,37.0,7.5,45.0,1.32,14.8,46.0,1.35,136.0,90.0,67.6,14.0,10.0,10.0,9.0,26.5,4.0,2.0,1.0,1.0,33.3,0.0,353.0,344.0,48.0,681.0,1.0,4.0,1.0,1872.0,572.0,495.0,3060.0,90.0,374.0,83.0,223.0,151.0,216.0,1.53,56.0,46.0,
2022-2023,EreDivisie,NEC Nijmegen,Squad Total,,,,25.6,34.0,374.0,3060.0,34.0,517.0,267.0,188.0,62.0,256.0,620.0,9.0,238.0,471.0,233.0,381.0,139.0,20002.0,2333.0,6804.0,8874.0,4528.0,750.0,763.0,345.0,334.0,43.8,11711.0,66656.0,32526.0,637.0,481.0,189.0,534.0,329.0,12643.0,1244.0,12788.0,16185.0,79.0,226005.0,88079.0,5787.0,6561.0,88.2,5163.0,6071.0,85.0,1388.0,2529.0,54.9,32.0,335.0,937.0,219.0,64.0,1256.0,824.0,24.24,564.0,77.0,69.0,47.0,61.0,6.0,76.0,2.24,56.0,3.0,6.0,4.0,7.0,0.0,42.0,461.0,150.0,32.5,13.56,0.08,0.25,45.0,4.0,2.0,2.0,1.0,48.1,0.25,4.1,0.12,209.0,566.0,36.9,915.0,174.0,45.8,41.4,273.0,53.8,43.0,524.0,22.0,4.2,43.0,1.26,6.0,45.0,1.32,183.0,139.0,77.6,8.0,15.0,11.0,9.0,26.5,4.0,4.0,0.0,0.0,0.0,0.0,358.0,453.0,36.0,623.0,4.0,4.0,1.0,1817.0,426.0,414.0,3060.0,90.0,374.0,84.0,248.0,123.0,196.0,1.15,42.0,45.0,
2022-2023,EreDivisie,NEC Nijmegen,Opponent Total,,,,25.0,34.0,374.0,3060.0,34.0,663.0,331.0,246.0,86.0,302.0,685.0,4.0,334.0,679.0,345.0,389.0,118.0,19888.0,2115.0,6109.0,8740.0,5242.0,801.0,533.0,233.0,238.0,44.7,11159.0,61337.0,32737.0,636.0,474.0,154.0,555.0,279.0,12396.0,1377.0,12522.0,15852.0,79.0,225807.0,83354.0,5585.0,6328.0,88.3,5152.0,6068.0,84.9,1424.0,2612.0,54.5,31.0,405.0,1074.0,312.0,82.0,1390.0,921.0,27.09,691.0,82.0,39.0,53.0,39.0,17.0,81.0,2.38,59.0,4.0,4.0,6.0,8.0,0.0,44.0,506.0,179.0,35.4,14.88,0.08,0.22,42.0,4.0,2.0,5.0,0.0,43.1,0.25,1.1,0.03,182.0,468.0,38.9,810.0,161.0,39.0,35.5,237.0,64.1,49.7,500.0,32.0,6.4,29.0,0.85,14.1,42.0,1.24,155.0,112.0,75.5,11.0,15.0,8.0,13.0,38.2,5.0,4.0,1.0,0.0,20.0,2.0,482.0,341.0,50.0,627.0,4.0,5.0,0.0,1930.0,414.0,426.0,3060.0,90.0,374.0,84.0,227.0,144.0,228.0,1.41,45.0,42.0,
