player_id;short_name;club_name;age;overall;player_positions;preferred_foot;nationality_name;value_eur;wage_eur;international_reputation
238103;Liu Junshuai;Qingdao Hainiu;28;64;CB;Right;China PR;600.0 k;3999;1
238263;F. Knudsen;Brann;26;64;CB;Right;Norway;650.0 k;1999;1
238776;M. Bochnak;Cracovia Kraków;25;64;RM, CF;Right;Poland;725.0 k;3999;1
238784;B. Rother;Rot-Weiss Essen;26;64;CDM;Right;Germany;650.0 k;1999;1
239351;A. Fuchs;Sandhausen;26;64;CM, CDM;Right;Germany;725.0 k;2999;1
240524;E. Moses;Aalesund;26;64;ST;Right;Nigeria;725.0 k;1999;1
240608;A. Hartridge;Exeter City;24;64;CB;Left;England;675.0 k;2999;1
241485;Chen Binbin;Shanghai Port;25;64;LM, LW;Left;China PR;725.0 k;5999;1
246804;A. Sejdič;Atlanta United;26;64;CM, CAM, CDM;Right;Germany;725.0 k;2999;1
251286;F. Rüdlin;Freiburg II;26;64;CDM;Right;Germany;650.0 k;1999;1
256417;M. Sande;Brann;25;64;RM, CM;Right;Norway;725.0 k;1999;1
257228;N. Iyobosa Edokpolor;Rheindorf Altach;26;64;CB, LWB;Left;Austria;650.0 k;2999;1
257298;A. Koç;Rizespor;26;64;LB;Left;Turkey;675.0 k;3999;1
198414;R. Spiegel;Lausanne Sport;30;64;GK;Right;Switzerland;450.0 k;2999;1
206554;J. Bolton;St. Mirren;28;64;CB;Right;England;550.0 k;2999;1
209852;B. Galloway;Plymouth Argyle;27;64;CB;Left;Zimbabwe;600.0 k;4999;1
211607;F. Loshaj;İstanbulspor;26;64;CM, CDM;Left;Kosovo;675.0 k;4999;1
213151;C. Norman;Milton Keynes Dons;27;64;RWB;Right;England;625.0 k;5999;1
215758;J. McCarthy;Wycombe Wanderers;27;64;RWB, RB;Right;England;625.0 k;3999;1
215820;L. Donnelly;Kilmarnock;27;64;CM, CDM;Right;Northern Ireland;675.0 k;2999;1
220616;M. Trojak;Korona Kielce;29;64;CB, CDM;Right;Poland;550.0 k;1999;1
220872;G. Kiltie;St. Mirren;26;64;CAM, CM, LW;Right;Scotland;700.0 k;2999;1
220911;M. Walski;Puszcza Niepołomice;26;64;CDM, CM;Right;Poland;625.0 k;1999;1
220995;O. Okungbowa;WSG Tirol;29;64;CB;Left;Austria;550.0 k;3999;1
221907;B. Ould-Chikh;FC Volendam;25;64;RM;Left;Morocco;700.0 k;2999;1
221952;L. Carrizo;Huracán;26;64;LB, CB;Left;Argentina;625.0 k;3999;1
222361;W. Randall;Notts County;26;64;LM;Right;England;700.0 k;5999;1
222654;J. Beesley;Blackpool;26;64;ST;Right;England;700.0 k;3999;1
223186;J. Thomasen;Elfsborg;27;64;CM, CDM;Right;Denmark;675.0 k;1999;1
224307;T. Watson;Charlton Athletic;26;64;RWB, RB;Right;England;625.0 k;3999;1
224433;K. Burger;Erzgebirge Aue;28;64;CB, LB;Left;Germany;550.0 k;1999;1
224491;C. Ortag;Ulm;28;64;GK;Right;Germany;475.0 k;1549;1
225564;M. Frey;1860 München;27;64;CM;Right;Germany;675.0 k;2999;1
225847;S. Mallan;Salford City;27;64;CM, CDM;Right;Scotland;675.0 k;5999;1
226950;L. Armstrong;Harrogate Town;26;64;ST;Right;England;700.0 k;3999;1
227579;D. Hümmet;Kalmar;26;64;ST, LW;Right;Turkey;700.0 k;1999;1
227700;R. Gelmi;Winterthur;28;64;CB;Right;Switzerland;550.0 k;2999;1
228058;L. Gugganig;Rheindorf Altach;28;64;CB;Right;Austria;550.0 k;3999;1
228382;D. Agyei;Leyton Orient;26;64;ST, LM;Left;England;700.0 k;3999;1
228624;M. Khubrani;Al Khaleej;29;64;CB;Right;Saudi Arabia;550.0 k;3999;1
228638;B. Stevenson;Portsmouth;26;64;CM, CDM;Right;England;675.0 k;3999;1
228715;B. Van Durmen;U Craiova 1948;26;64;LM, CDM, LB;Left;Belgium;700.0 k;3999;1
228775;F. Lajugie;Annecy;27;64;RB, CB;Right;France;625.0 k;1999;1
228928;S. Lavelle;Carlisle United;26;64;CB;Right;Scotland;600.0 k;2999;1
229225;S. Musiolik;Górnik Zabrze;27;64;ST, CF;Left;Poland;675.0 k;2999;1
229756;S. Nkansah;Erzgebirge Aue;27;64;CB;Right;Germany;600.0 k;1999;1
229803;E. Taffertshofer;Wehen Wiesbaden;28;64;CDM, CM;Right;Germany;575.0 k;4999;1
231017;M. Brandner;Blau-Weiß Linz;28;64;CDM, CM;Right;Austria;575.0 k;2999;1
231854;Borja González;Burgos;27;64;RB, RWB;Right;Spain;625.0 k;2999;1
231932;L. Chhangte;Mumbai City;26;64;RW, LW;Left;India;700.0 k;1949;1
232671;L. Putaro;DSC Arminia Bielefeld;26;64;RM, ST, LM;Left;Germany;700.0 k;3999;1
234382;N. Landgraf;Hallescher FC;27;64;CB, LB, CDM;Left;Germany;600.0 k;1849;1
234947;K. Demirtaş;Konyaspor;29;64;CB, LB;Left;Turkey;550.0 k;4999;1
235014;J. Smith;Wigan Athletic;25;64;RW, RM;Left;England;700.0 k;3999;1
235590;P. Sisniega;Charlotte;27;64;GK;Right;Mexico;500.0 k;2999;1
237116;K. Ford;Sporting Kansas City;27;64;CB, RB;Right;United States;600.0 k;2999;1
237169;C. Bramall;Rotherham United;27;64;LWB, LB;Left;England;625.0 k;4999;1
237215;N. DePuy;Nashville SC;28;64;CB;Right;United States;550.0 k;2999;1
237250;S. Cleveland;Seattle Sounders;29;64;GK;Left;United States;450.0 k;2999;1
238317;Charles;Midtjylland;27;64;CM;Right;Brazil;675.0 k;6999;1
238489;T. Boss;Elversberg;30;64;GK;Right;Germany;450.0 k;2999;1
239762;M. Sipľak;Górnik Zabrze;27;64;LB, CB, LM;Left;Slovakia;625.0 k;2999;1
240328;A. Ba Masoud;Al Ittihad;27;64;LB, LM;Left;Saudi Arabia;625.0 k;8999;1
240891;N. Sessa;Verl;27;64;CAM, CM, ST;Left;Germany;675.0 k;1749;1
242245;F. Al Rashidi;Al Ahli Jeddah;26;64;RM, LM, ST;Right;Saudi Arabia;700.0 k;8999;1
243302;D. Musovski;Real Salt Lake;27;64;ST, LW;Right;United States;675.0 k;2999;1
244097;T. Bonga;1860 München;26;64;ST, RM, LM;Right;Germany;700.0 k;2999;1
245159;Juan Ibiza;Widzew Lodz;27;64;CB;Left;Spain;600.0 k;2999;1
247376;A. Jenssen;Tromsø;29;64;CB;Right;Norway;550.0 k;1999;1
247474;C. Gasper;Houston Dynamo;27;64;LB;Left;United States;625.0 k;2999;1
248041;F. Ștefan;Sepsi;27;64;LB;Left;Romania;625.0 k;3999;1
248245;T. Pedersen;Brann;26;64;RB, LB;Right;Norway;625.0 k;1999;1
248378;J. Rengifo;Rionegro Águilas;26;64;RW;Right;Colombia;700.0 k;1649;1
252434;M. Mawa;HamKam;26;64;ST;Right;Norway;700.0 k;1999;1
253637;J. Gutiérrez;Blooming;26;64;GK;Right;Bolivia;525.0 k;1499;1
254357;S. Adrián;Palmaflor del Trópico;27;64;CM, CDM, CAM;Right;Bolivia;675.0 k;1499;1
254945;N. Dávila;Deportivo Cuenca;27;64;CM, CDM, LW;Right;Ecuador;675.0 k;1499;1
255479;G. Norlin;IFK Göteborg;26;64;LM, RM, ST;Left;Sweden;700.0 k;1999;1
255798;J. Sagredo;Bolívar;29;64;CB, RB;Right;Bolivia;550.0 k;1499;1
256699;S. Osigwe;Lugano;29;64;GK;Right;Nigeria;450.0 k;2999;1
257236;A. Becker;Viktoria Köln;26;64;ST;Left;Brazil;700.0 k;2999;1
257794;F. Iacob;UTA Arad;29;64;GK;Right;Romania;450.0 k;2999;1
258400;M. Schikora;Erzgebirge Aue;28;64;CDM, LB, CM;Right;Germany;575.0 k;1999;1
258953;I. Niskanen;Exeter City;25;64;LW, RWB, LWB;Right;Finland;700.0 k;2999;1
261456;S. Kartum;Brann;27;64;CM, CDM;Right;Norway;675.0 k;1999;1
271723;C. Arce;Barracas Central;29;64;GK;Right;Argentina;450.0 k;2999;1
273543;A. Sánchez Duque;Delfin;26;64;CAM;Left;Ecuador;700.0 k;1499;1
274205;J. Castro;Cobresal;26;64;ST;Right;Chile;700.0 k;1999;1
275348;Rúben Rodrigues;Oxford United;26;64;CAM, RW;Right;Portugal;700.0 k;3999;1
275706;B. Beyer;Yverdon Sport;26;64;RM, CAM;Right;France;700.0 k;2999;1
276028;A. Ipiélé;Dunkerque;25;64;LW, RW;Right;Congo;700.0 k;2999;1
276212;D. Babunski;Grasshopper;26;64;ST;Right;North Macedonia;700.0 k;5999;1
276261;M. Roganović;UTA Arad;27;64;RB;Right;Montenegro;625.0 k;2999;1
276452;Teles;Oțelul Galați;26;64;CDM, RB;Right;Portugal;625.0 k;2999;1
276699;H. Marku;UTA Arad;27;64;CAM, LM;Left;Albania;675.0 k;2999;1
277717;M. Stolnik;UTA Arad;26;64;CB;Right;Croatia;600.0 k;2999;1
110606;A. Mannus;Shamrock Rovers;41;64;GK;Right;Northern Ireland;60.0 k;1499;1
169181;K. Vermeer;PEC Zwolle;37;64;GK;Right;Netherlands;60.0 k;1999;1
169798;B. Hinchliffe;Stockport County;35;64;GK;Right;England;60.0 k;2999;1
172953;A. Mariappa;Salford City;36;64;CB;Right;Jamaica;100.0 k;3999;1
173415;M. Knaller;Austria Klagenfurt;36;64;GK;Right;Austria;60.0 k;1999;1
173895;S. Eastwood;Oxford United;34;64;GK;Right;England;100.0 k;2999;1
175314;K. McDonald;Bradford City;34;64;CDM, CM;Right;Scotland;200.0 k;5999;1
178089;D. Williams;Perth Glory;35;64;ST, LM;Right;Australia;250.0 k;1999;1
179636;D. Worrall;Barrow;33;64;RWB;Right;England;300.0 k;3999;1
181733;A. Lukse;Blau-Weiß Linz;35;64;GK;Right;Austria;60.0 k;1999;1
181989;A. Ríos;Defensa y Justicia;33;64;ST, CAM, CM;Right;Argentina;375.0 k;4999;1
182152;Koo Ja Cheol;Jeju United;34;64;CM, CAM;Right;Korea Republic;275.0 k;2999;2
182365;J. Jones;Middlesbrough;34;64;GK;Right;England;100.0 k;5999;1
182411;Yu Hanchao;Shanghai Shenhua;36;64;LM, RM;Right;China PR;190.0 k;3999;1
182761;A. Legzdins;Dundee;36;64;GK;Right;England;60.0 k;1949;1
183244;A. Redmayne;Sydney;34;64;GK;Right;Australia;100.0 k;2999;1
183819;R. Feltscher;MSV Duisburg;32;64;RB;Right;Venezuela;400.0 k;1999;1
184148;J. Coppens;Sint-Truiden;32;64;GK;Left;Belgium;300.0 k;3999;1
184229;J. Thomassen;Sarpsborg 08;35;64;LB, LWB;Left;Norway;180.0 k;1849;1
184242;F. Ojo;Port Vale;31;64;CM;Right;Belgium;475.0 k;2999;1
184843;B. Tozer;Wrexham;33;64;CB;Right;England;275.0 k;5999;1
186157;C. Eastmond;Sutton United;32;64;CM;Right;England;450.0 k;3999;1
186970;Gu Cao;Henan;37;64;CB;Right;China PR;100.0 k;2999;1
188616;M. Sau;FeralpiSalò;35;64;ST, CAM, CF;Right;Italy;250.0 k;1899;2
189352;M. Sema;Norrköping;34;64;CF, RW;Right;Sweden;275.0 k;2999;1
189776;M. Watkins;Kilmarnock;32;64;ST, LW, RM;Right;Wales;475.0 k;2999;1
189808;P. Madden;Stockport County;33;64;ST;Right;Republic of Ireland;375.0 k;5999;1
190179;D. Cornell;Preston North End;32;64;GK;Right;Wales;300.0 k;6999;1
190247;J. Brayford;Burton Albion;35;64;CB, RB, RWB;Right;England;150.0 k;1999;1
190560;O. Gonzalez;New England;34;64;CB;Right;United States;190.0 k;2999;1
190620;D. Andrew;Cambridge United;32;64;LB, LWB;Left;England;400.0 k;2999;1
191108;S. McConville;Accrington Stanley;34;64;LM, LWB;Right;England;275.0 k;3999;1
191871;Lee Yong Rae;Daegu;37;64;CM, CDM;Left;Korea Republic;180.0 k;2999;1
192320;G. Gardner;Birmingham City;31;64;CM, CDM;Right;England;475.0 k;5999;1
192572;S. Neville;Brisbane Roar;34;64;CB, RB;Right;Australia;190.0 k;1999;1
192671;M. Rondón;Sepsi;37;64;ST, RM;Right;Venezuela;200.0 k;3999;1
193123;A. Taylor;Bradford City;32;64;CB;Right;Wales;375.0 k;5999;1
193177;A. Traoré;Melbourne Victory;33;64;LB;Left;Côte d'Ivoire;300.0 k;2999;1
193522;F. Lepore;Lecco;37;64;RM, CB, RB;Right;Italy;190.0 k;1799;1
193627;N. Clark;St. Johnstone;32;64;ST, CAM;Right;Scotland;475.0 k;2999;1
193900;J. Hunt;Bristol Rovers;32;64;RWB;Right;England;400.0 k;3999;1
193957;C. Montaño;Livingston;31;64;LB, LWB;Left;Colombia;425.0 k;2999;1
194092;A. Uludağ;Ankaragücü;32;64;LB;Left;Turkey;400.0 k;3999;1
195905;L. Gutiérrez;Oriente Petrolero;38;64;CB, LB;Left;Bolivia;100.0 k;1499;1
196353;C. Hussey;Walsall;34;64;CB, LWB;Left;England;190.0 k;4999;1
197774;C. McAleny;Salford City;30;64;LM, CAM, LW;Right;England;575.0 k;5999;1
198959;F. Paghera;Brescia;31;64;CM, CDM;Right;Italy;475.0 k;1999;1
199002;M. Amini;Perth Glory;30;64;CM, CDM;Right;Australia;550.0 k;2999;1
199215;A. Gorgon;Pogoń Szczecin;34;64;CM, RM, ST;Right;Austria;275.0 k;2999;1
199218;B. Hamill;ATK Mohun Bagan;30;64;CB;Right;Australia;475.0 k;1899;1
199440;M. Gollner;Hartberg;32;64;CB;Left;Austria;375.0 k;3999;1
200257;P. Pennanen;Hyderabad;32;64;CAM, CM, CDM;Right;Finland;475.0 k;1549;1
200471;D. Chima Chukwu;Jamshedpur;32;64;ST;Right;Nigeria;475.0 k;1599;1
200633;R. McDonald;Harrogate Town;31;64;CB;Left;England;400.0 k;2999;1
200898;A. Crawford;St. Johnstone;31;64;CM;Right;Scotland;475.0 k;2999;1
201268;K. Hansen;Jagiellonia Białystok;28;64;LM, CF;Right;Norway;600.0 k;3999;1
201413;Maestre;Albacete;32;64;CM, CDM, CB;Left;Spain;450.0 k;2999;1
201446;G. Moncur;Leyton Orient;29;64;CAM;Right;England;575.0 k;2999;1
201484;P. McEleney;Derry City;30;64;CAM, CM;Right;Republic of Ireland;575.0 k;1999;1
202077;W. Bruin;Austin;33;64;ST;Right;United States;375.0 k;2999;1
202123;C. Aneke;Charlton Athletic;29;64;ST;Right;England;575.0 k;4999;1
202231;H. Jimenez;Austin;34;64;RB, LB;Right;United States;210.0 k;2999;1
202259;M. Ødegaard;Sarpsborg 08;30;64;CB, RWB;Right;Norway;475.0 k;1999;1
202491;T. Carroll;Exeter City;31;64;CM, CDM;Left;England;475.0 k;2999;1
202492;J. Lindner;Varberg BoIS;32;64;CB, RWB;Right;Sweden;375.0 k;1949;1
202617;V. Hladký;Ipswich Town;32;64;GK;Right;Czech Republic;300.0 k;4999;1
202660;R. Sjöstedt;Kalmar;31;64;CB;Right;Sweden;400.0 k;1999;1
202827;C. Battocchio;Chennaiyin;31;64;CM, CDM, CAM;Right;Italy;475.0 k;1599;1
202910;D. Mitov Nilsson;Sirius;32;64;GK;Right;North Macedonia;300.0 k;1949;1
202949;Kim Jun Yub;Incheon United;35;64;RWB, RB;Right;Korea Republic;180.0 k;1999;1
202994;Han Kyo Won;Jeonbuk Motors;33;64;RM, RW;Right;Korea Republic;375.0 k;3999;1
203015;Lee Woong Hee;Gangwon;34;64;CB;Right;Korea Republic;190.0 k;2999;1
203175;L. Burge;Northampton Town;30;64;GK;Left;England;400.0 k;2999;1
203309;B. Halloran;Adelaide United;31;64;RM;Right;Australia;475.0 k;2999;1
203368;E. Andersen;Strømsgodset;30;64;RW, LW, CAM;Right;Norway;575.0 k;1999;1
203415;J. Reeves;AFC Wimbledon;30;64;CM, CDM;Right;England;550.0 k;3999;1
203428;E. Hewitt;Mansfield Town;29;64;CB, RB;Right;Wales;500.0 k;5999;1
203493;İ. Yılmaz;İstanbulspor;29;64;ST;Right;Turkey;575.0 k;4999;1
204007;T. Nichols;Gillingham;29;64;ST;Right;England;575.0 k;6999;1
204133;Juan Mera;Punjab;29;64;CAM;Left;Spain;575.0 k;1549;1
204219;A. Jackson;Lincoln City;29;64;CB;Right;England;500.0 k;3999;1
204275;L. Polworth;Kilmarnock;28;64;CM;Right;Scotland;575.0 k;2999;1
204324;M. Kennedy;Kilmarnock;28;64;RM, RWB, LWB;Right;Northern Ireland;600.0 k;2999;1
204458;D. Oshilaja;Burton Albion;30;64;CDM, CM, CB;Right;England;500.0 k;2999;1
204499;R. Inniss;Forest Green Rovers;28;64;CB;Right;England;500.0 k;4999;1
204687;P. Olkowski;Górnik Zabrze;33;64;RM, RWB;Right;Poland;375.0 k;2999;1
204773;M. Jeannin;Pau;32;64;GK;Right;Algeria;300.0 k;1999;1
204853;J. White;Ross County;31;64;ST;Right;Scotland;500.0 k;2999;1
205015;J. Grimmer;Wycombe Wanderers;29;64;CB, RWB, RB;Right;Scotland;500.0 k;3999;1
205225;M. Akça;Pendikspor;32;64;CB;Right;Turkey;375.0 k;3999;1
205232;D. McGeouch;Carlisle United;30;64;CDM, CM;Right;Scotland;500.0 k;2999;1
205256;K. Boli;SSC Farul;32;64;CB;Right;Côte d'Ivoire;375.0 k;3999;1
205388;E. Akichi;Stade Lausanne-Ouchy;33;64;CDM, CM;Right;Côte d'Ivoire;300.0 k;2999;1
205533;A. Andersen;Aalesund;32;64;CB;Right;Denmark;375.0 k;1999;1
205589;C. Thompson;Cheltenham Town;29;64;CM, CDM;Right;England;575.0 k;2999;1
205892;B. Tashchy;Erzgebirge Aue;29;64;ST, CAM;Right;Ukraine;575.0 k;1999;1
205956;C. Dunne;St. Mirren;30;64;CB;Left;Republic of Ireland;475.0 k;2999;1
206073;A. Obileye;Livingston;28;64;CB;Right;England;500.0 k;2999;1
206083;J. Murphy;Oxford United;28;64;RW, RM, LW;Right;England;600.0 k;4999;1
206123;S. Savić;Warta Poznań;29;64;LM, CF, RM;Right;Austria;575.0 k;1999;1
206142;T. Dieng;Gillingham;31;64;CM;Right;France;475.0 k;5999;1
206430;J. Pigott;Leyton Orient;29;64;ST;Right;England;575.0 k;3999;1
206558;J. Roberts;Stevenage;29;64;CAM;Left;England;575.0 k;2999;1
206562;L. Thompson;Stevenage;28;64;CM, CDM;Right;Wales;575.0 k;2999;1
206565;J. Walker;Bradford City;30;64;CAM, LW;Right;Scotland;575.0 k;5999;1
207610;R. Meara;New York RB;32;64;GK;Right;United States;300.0 k;2999;1
207633;J. Haugaard;Tromsø;31;64;GK;Left;Denmark;300.0 k;1999;1
207646;P. Sweeney;Exeter City;28;64;CB;Right;Republic of Ireland;500.0 k;2999;1
208042;A. Magrassi;Cittadella;30;64;ST;Right;Italy;575.0 k;1949;1
208047;Kim In Sung;Pohang Steelers;33;64;RM, ST, LM;Right;Korea Republic;375.0 k;2999;1
208096;T. Eisfeld;Rot-Weiss Essen;30;64;CM;Right;Germany;550.0 k;2999;1
208194;Kim Kyung Jung;Suwon Bluewings;32;64;LW, LM, RW;Right;Korea Republic;475.0 k;1999;1
208374;A. Wooten;Preußen Münster;33;64;ST;Right;United States;375.0 k;1999;1
208589;K. Pusch;MSV Duisburg;30;64;CAM;Left;Germany;575.0 k;1999;1
208631;F. Starzyński;Ruch Chorzów;32;64;CAM, CM;Right;Poland;475.0 k;2999;1
208645;J. Moore-Taylor;Forest Green Rovers;29;64;CB;Left;England;500.0 k;4999;1
208714;D. Grigore;Rapid Bucuresti;36;64;CB;Right;Romania;100.0 k;2999;1
208977;F. Al Muwallad;Al Shabab;28;64;LW, RW, ST;Right;Saudi Arabia;600.0 k;9999;1
208999;D. Wright;St. Johnstone;28;64;RWB, RM, RW;Right;England;525.0 k;2999;1
209027;A. Al Kassar;Al Fayha;32;64;GK;Right;Saudi Arabia;300.0 k;4999;1
209166;M. Malaeka;Al Fateh;37;64;GK;Right;Saudi Arabia;60.0 k;3999;1
209177;T. Bu Haymid;Al Fateh;35;64;LB;Left;Saudi Arabia;180.0 k;5999;1
209223;A. Khamis;Al Okhdood;34;64;LB, LM, CDM;Right;Saudi Arabia;210.0 k;5999;1
209285;B. Mugabi;Motherwell;28;64;CB;Right;Uganda;500.0 k;2999;1
209315;D. Butler;Stevenage;28;64;LWB, LB;Left;England;525.0 k;2999;1
209317;P. Vlachodimos;Dynamo Dresden;31;64;LW;Right;Greece;475.0 k;2999;1
209761;D. Steres;Houston Dynamo;32;64;LB, RB, CB;Right;United States;400.0 k;2999;1
210182;M. Jahfali;Al Hilal;32;64;CB;Right;Saudi Arabia;375.0 k;8999;1
210691;L. Nilsen;Tromsø;28;64;LWB, LM;Left;Norway;525.0 k;1999;1
211143;J. Ironside;Doncaster Rovers;29;64;ST;Right;England;575.0 k;6999;1
211204;D. John;Salford City;28;64;LWB, LB;Left;Wales;525.0 k;3999;1
211214;F. Olinga;Botoşani;27;64;LW, LM, ST;Right;Cameroon;625.0 k;3999;1
211228;M. Palmer;Notts County;28;64;CM;Right;England;575.0 k;5999;1
211262;M. Vicentini;Belgrano;32;64;GK;Right;Argentina;300.0 k;2999;1
211484;K. Tapoko;Laval;29;64;CDM, CM;Right;France;500.0 k;1999;1
211820;P. Ofosu-Ayeh;Halmstad;31;64;RB;Right;Ghana;425.0 k;1999;1
211850;M. Starke;1860 München;32;64;CAM, CM, ST;Left;Namibia;475.0 k;2999;1
211874;S. Scherder;Preußen Münster;30;64;CB;Right;Germany;475.0 k;1999;1
211880;M. Welzmüller;Unterhaching;33;64;CDM, CM;Right;Germany;300.0 k;1699;1
211953;R. Vollath;Unterhaching;33;64;GK;Right;Germany;190.0 k;1549;1
212000;E. Berko;Hallescher FC;28;64;LW, ST;Right;Germany;600.0 k;1999;1
212041;M. Ingebrigtsen;Odd;26;64;RM, RW, ST;Left;Norway;650.0 k;1999;1
212095;A. Meleán;Guabirá;36;64;CM, CDM, LM;Right;Bolivia;180.0 k;1499;1
212140;G. Karlen;St. Gallen;28;64;CM, CAM;Right;Switzerland;575.0 k;3999;1
212511;J. Geria;Melbourne Victory;30;64;RB, CB;Right;Australia;500.0 k;2999;1
212551;Thuram;Pendikspor;32;64;ST, RM;Right;Brazil;475.0 k;4999;1
212680;J. Jones;Wigan Athletic;28;64;LW, LM, RM;Right;Northern Ireland;600.0 k;4999;1
212805;Z. Sami;Abha;30;64;CDM, CB, CM;Right;Saudi Arabia;500.0 k;3999;1
212910;A. Gnanduillet;Dunkerque;31;64;ST;Right;Côte d'Ivoire;500.0 k;2999;1
212989;S. Luštica;Western United;32;64;CDM, CAM;Right;Australia;400.0 k;1949;1
212997;E. Zejnullahu;1860 München;28;64;CAM, CM, RM;Right;Kosovo;600.0 k;2999;1
213007;A. Aseri;Al Tai;29;64;RM, CAM;Left;Saudi Arabia;575.0 k;5999;1
213170;Jeong Jae Yong;Suwon;32;64;CM, CDM;Right;Korea Republic;450.0 k;2999;1
213327;A. Jovanović;Bengaluru;33;64;CB;Right;Australia;275.0 k;1649;1
213380;K. Fatai;Oțelul Galați;33;64;ST;Right;Nigeria;375.0 k;2999;1
213423;B. Szeliga;ŁKS Łódź;30;64;RM, LB, LM;Right;Poland;575.0 k;2999;1
213543;K. Pedersen;Stabæk;30;64;CB;Right;Denmark;475.0 k;1999;1
213588;A. Sánchez;Platense;36;64;GK;Left;Argentina;60.0 k;2999;1
213604;I. Vásquez;Magallanes;37;64;CM, CDM, CB;Right;Chile;180.0 k;1749;1
214308;A. Martínez;Palestino;29;64;CM, CAM;Right;Chile;575.0 k;1999;1
214666;F. Vázquez;Patronato;29;64;CM, CDM;Right;Argentina;575.0 k;4999;1
214884;M. Nalepa;Zagłębie Lubin;30;64;CB;Right;Poland;475.0 k;2999;1
214940;S. Ojeda;Patronato;31;64;CB;Right;Argentina;400.0 k;3999;1
215563;R. Dimitrov;Universitatea Cluj;34;64;RB;Right;Bulgaria;210.0 k;2999;1
216227;K. Jackson;Ipswich Town;29;64;ST, LW, RW;Right;England;575.0 k;6999;1
216411;F. Di Franco;Atlético Tucumán;28;64;CM, RM, LM;Right;Argentina;575.0 k;3999;1
216454;H. Fargues;Yverdon Sport;31;64;CAM;Right;France;475.0 k;2999;1
216526;A. Gogić;St. Mirren;29;64;CDM, CB;Right;Cyprus;500.0 k;2999;1
216779;F. Ruberto;Vizela;30;64;GK;Right;Italy;400.0 k;1999;1
218591;S. Long;Cheltenham Town;28;64;CB;Right;Republic of Ireland;500.0 k;2999;1
219123;R. Quinteros;César Vallejo;38;64;CAM, CM, RB;Right;Peru;190.0 k;1499;1
219259;R. Brown;Forest Green Rovers;27;64;CM, CDM;Right;England;625.0 k;4999;1
219275;M. Kupczak;Warta Poznań;31;64;CDM, CM, CB;Right;Poland;400.0 k;1999;1
219458;D. Wheeler;Wycombe Wanderers;32;64;CM, RM;Right;England;450.0 k;3999;1
219467;B. Halliday;Bradford City;27;64;RB;Right;England;575.0 k;5999;1
219625;F. Cardozo;Arsenal de Sarandi;28;64;LB, CB;Left;Argentina;525.0 k;3999;1
219781;D. Dussaut;SSC Farul;28;64;RB, LB;Right;France;525.0 k;3999;1
219845;G. Pereira;Belgrano;29;64;CAM, CM;Right;Argentina;575.0 k;4999;1
219871;J. Medranda;Columbus Crew;29;64;LB, LM, LWB;Left;Colombia;525.0 k;2999;1
219907;N. Aliji;Voluntari;29;64;LB, LM;Left;Albania;525.0 k;3999;1
220089;S. Dursun;Fatih Karagümrük;31;64;RB, CB;Right;Turkey;425.0 k;5999;1
220422;M. Hamzi;Al Khaleej;31;64;LM, RM;Right;Saudi Arabia;475.0 k;3999;1
220881;V. Sulejmani;1860 München;27;64;ST, LM;Right;Kosovo;625.0 k;2999;1
220943;K. Vassell;Kilmarnock;30;64;ST;Left;Northern Ireland;575.0 k;2999;1
221428;D. Kun;Widzew Lodz;30;64;CM, LM;Left;Poland;550.0 k;2999;1
221656;E. Miller;Portland Timbers;30;64;RB, CB, LB;Right;United States;500.0 k;2999;1
221700;No Dong Geon;Suwon;31;64;GK;Right;Korea Republic;300.0 k;1999;1
221709;T. Thompson;San Jose Earthquakes;27;64;RB, LB;Right;United States;575.0 k;2999;1
221768;J. Zwischenbrugger;Rheindorf Altach;33;64;CB;Right;Austria;275.0 k;2999;1
221847;M. Mirahmetjan;Shanghai Port;32;64;CM, CDM;Left;China PR;450.0 k;5999;1
221970;P. Zieliński;Widzew Lodz;32;64;RB, RM;Right;Poland;400.0 k;2999;1
222101;K. Petrov;Korona Kielce;33;64;CB, CDM;Right;Ukraine;275.0 k;1999;1
222145;S. Ohlsson;Degerfors;30;64;CB, CM;Right;Sweden;475.0 k;1949;1
222420;G. Ward;Bristol Rovers;28;64;CM, CDM;Right;England;575.0 k;3999;1
222583;T. James;Leyton Orient;27;64;RB, LB;Right;Wales;575.0 k;2999;1
223107;M. Yıldırım;Sivasspor;32;64;GK;Left;Turkey;300.0 k;3999;1
223146;F. Rodríguez;Winterthur;27;64;CM;Right;Switzerland;625.0 k;2999;1
223147;J. Biada;Saarbrücken;30;64;CAM, CF;Right;Germany;575.0 k;2999;1
223763;S. Jhingan;Goa;29;64;CB;Right;India;500.0 k;1549;1
223861;S. Crone;Brann;28;64;RB;Right;Denmark;525.0 k;1999;1
224012;M. Rzuchowski;Śląsk Wrocław;29;64;CDM, CM;Right;Poland;500.0 k;2999;1
224037;F. Piñero;Magallanes;30;64;CB;Right;Argentina;475.0 k;1899;1
224297;A. Gersbach;Colorado Rapids;26;64;LB, LWB;Left;Australia;575.0 k;2999;1
224361;A. Cannon;Wrexham;27;64;CM;Right;England;625.0 k;5999;1
224470;He Chao;Wuhan Three Towns;28;64;CM, CDM;Right;China PR;575.0 k;4999;1
224475;Dong Chunyu;Shenzhen;32;64;GK;Left;China PR;300.0 k;2999;1
